1,1
2,1
3,1
4,2
5,2
6,3
7,5
8,4
9,3
10,5
11,4
12,3
13,6
14,8
15,6
16,8
17,6
18,5
19,7
20,8
21,12
22,7
23,6
24,11
25,8
26,8
27,5
28,9
29,11
30,10
31,9
32,11
33,10
34,12
35,6
36,11
37,5
38,12
39,6
40,12
41,9
42,12
43,5
44,7
45,10
46,8
47,6
48,16
49,12
50,12
51,13
52,15
53,17
54,11
55,15
56,14
57,12
58,12
59,16
60,12
61,17
62,12
63,14
64,13
65,16
66,13
67,15
68,16
69,17
70,22
71,27
72,14
73,16
74,16
75,12
76,23
77,14
78,13
79,24
80,12
81,31
82,13
83,14
84,18
85,28
86,15
87,17
88,30
89,11
90,12
91,32
92,21
93,23
94,24
95,12
96,32
97,18
98,13
99,28
100,23
101,18
102,13
103,17
104,33
105,12
106,27
107,21
108,11
109,24
110,29
111,24
112,43
113,26
114,12
115,28
116,28
117,20
118,26
119,31
120,19
121,25
122,17
123,22
124,12
125,14
126,24
127,36
128,39
129,26
130,23
131,31
132,33
133,17
134,31
135,28
136,16
137,28
138,38
139,18
140,26
141,24
142,30
143,19
144,22
145,28
146,18
147,20
148,24
149,39
150,12
151,25
152,23
153,24
154,29
155,22
156,16
157,40
158,40
159,27
160,34
161,31
162,38
163,37
164,23
165,34
166,32
167,36
168,38
169,25
170,29
171,40
172,41
173,32
174,58
175,29
176,40
177,20
178,11
179,23
180,33
181,22
182,48
183,28
184,36
185,36
186,36
187,31
188,43
189,63
190,28
191,34
192,47
193,34
194,27
195,32
196,39
197,24
198,39
199,47
200,40
201,20
202,26
203,30
204,38
205,38
206,17
207,43
208,33
209,23
210,36
211,40
212,27
213,56
214,40
215,38
216,33
217,64
218,39
219,56
220,48
221,43
222,40
223,51
224,43
225,59
226,44
227,32
228,63
229,64
230,45
231,45
232,43
233,45
234,34
235,30
236,41
237,31
238,46
239,44
240,60
241,29
242,59
243,51
244,28
245,30
246,39
247,40
248,49
249,47
250,40
251,57
252,40
253,38
254,48
255,34
256,44
257,64
258,42
259,40
260,32
261,50
262,31
263,52
264,33
265,55
266,44
267,47
268,49
269,37
270,46
271,52
272,55
273,63
274,58
275,36
276,40
277,72
278,28
279,48
280,39
281,66
282,43
283,53
284,41
285,37
286,56
287,22
288,64
289,55
290,45
291,31
292,38
293,67
294,37
295,43
296,48
297,46
298,39
299,44
300,26
301,52
302,50
303,26
304,60
305,28
306,55
307,45
308,40
309,33
310,40
311,40
312,81
313,18
314,47
315,68
316,40
317,23
318,46
319,64
320,65
321,66
322,40
323,59
324,75
325,70
326,60
327,79
328,29
329,46
330,38
331,64
332,45
333,59
334,65
335,45
336,53
337,55
338,71
339,39
340,67
341,66
342,40
343,23
344,64
345,48
346,39
347,41
348,77
349,59
350,48
351,68
352,75
353,84
354,90
355,56
356,68
357,53
358,45
359,30
360,42
361,51
362,22
363,38
364,62
365,62
366,54
367,62
368,85
369,57
370,40
371,62
372,51
373,60
374,61
375,40
376,60
377,59
378,68
379,63
380,28
381,36
382,59
383,38
384,58
385,81
386,88
387,49
388,60
389,72
390,81
391,55
392,43
393,65
394,56
395,79
396,58
397,65
398,47
399,45
400,57
401,80
402,56
403,90
404,62
405,46
406,38
407,45
408,65
409,82
410,72
411,53
412,17
413,82
414,70
415,71
416,47
417,61
418,49
419,68
420,72
421,29
422,45
423,67
424,107
425,29
426,99
427,70
428,46
429,70
430,64
431,84
432,115
433,26
434,69
435,40
436,46
437,75
438,91
439,63
440,86
441,48
442,43
443,72
444,48
445,47
446,78
447,96
448,43
449,63
450,67
451,59
452,44
453,55
454,85
455,36
456,63
457,63
458,68
459,94
460,67
461,79
462,89
463,78
464,101
465,64
466,80
467,29
468,51
469,57
470,66
471,54
472,111
473,54
474,51
475,77
476,85
477,86
478,61
479,50
480,78
481,57
482,63
483,68
484,82
485,106
486,66
487,85
488,57
489,55
490,68
491,66
492,64
493,81
494,61
495,119
496,51
497,73
498,94
499,85
500,59
501,40
502,57
503,101
504,78
505,101
506,38
507,71
508,86
509,69
510,72
511,98
512,45
513,85
514,74
515,91
516,91
517,78
518,40
519,64
520,58
521,73
522,84
523,38
524,87
525,87
526,66
527,62
528,46
529,73
530,89
531,64
532,65
533,84
534,81
535,49
536,57
537,94
538,95
539,122
540,67
541,78
542,92
543,97
544,82
545,79
546,81
547,87
548,81
549,62
550,59
551,79
552,76
553,82
554,104
555,40
556,45
557,84
558,48
559,63
560,82
561,56
562,110
563,120
564,66
565,46
566,83
567,102
568,91
569,113
570,81
571,63
572,77
573,63
574,76
575,101
576,78
577,99
578,64
579,74
580,143
581,76
582,58
583,92
584,72
585,72
586,74
587,106
588,68
589,82
590,54
591,88
592,86
593,83
594,90
595,102
596,54
597,113
598,105
599,70
600,76
601,85
602,106
603,56
