604,74
605,80
606,26
607,89
608,95
609,85
610,79
611,101
612,94
613,72
614,75
615,90
616,60
617,106
618,74
619,90
620,92
621,48
622,89
623,84
624,84
625,105
626,59
627,78
628,76
629,126
630,73
631,104
632,51
633,109
634,84
635,75
636,121
637,118
638,102
639,108
640,81
641,87
642,107
643,45
644,90
645,82
646,65
647,103
648,82
649,90
650,118
651,74
652,141
653,94
654,98
655,115
656,90
657,79
658,69
659,95
660,90
661,135
662,102
663,74
664,119
665,73
666,109
667,105
668,72
669,66
670,139
671,117
672,64
673,81
674,75
675,77
676,98
677,88
678,53
679,72
680,87
681,121
682,82
683,107
684,76
685,89
686,84
687,111
688,71
689,90
690,103
691,74
692,65
693,94
694,61
695,92
696,101
697,112
698,76
699,88
700,52
701,94
702,140
703,107
704,77
705,66
706,147
707,128
708,150
709,134
710,91
711,73
712,84
713,93
714,89
715,48
716,72
717,50
718,87
719,123
720,76
721,72
722,68
723,101
724,124
725,96
726,94
727,126
728,79
729,66
730,62
731,124
732,145
733,89
734,109
735,68
736,122
737,96
738,117
739,91
740,125
741,87
742,90
743,128
744,105
745,66
746,113
747,137
748,85
749,128
750,90
751,112
752,124
753,83
754,84
755,57
756,138
757,118
758,130
759,125
760,71
761,77
762,123
763,98
764,139
765,124
766,62
767,98
768,58
769,78
770,91
771,134
772,121
773,91
774,97
775,76
776,88
777,40
778,106
779,128
780,87
781,103
782,126
783,133
784,74
785,86
786,133
787,109
788,109
789,104
790,91
791,79
792,58
793,147
794,95
795,88
796,47
797,106
798,87
799,103
800,68
801,108
802,102
803,104
804,70
805,94
806,122
807,74
808,64
809,115
810,70
811,80
812,115
813,52
814,133
815,106
816,108
817,114
818,115
819,100
820,138
821,142
822,86
823,52
824,130
825,90
826,119
827,114
828,70
829,157
830,148
831,117
832,47
833,80
834,137
835,87
836,89
837,118
838,97
839,92
840,120
841,95
842,118
843,130
844,45
845,118
846,83
847,87
848,124
849,132
850,98
851,116
852,126
853,110
854,87
855,122
856,120
857,110
858,117
859,50
860,106
861,22
862,91
863,111
864,152
865,112
866,91
867,77
868,129
869,136
870,116
871,108
872,77
873,118
874,75
875,96
876,152
877,127
878,141
879,71
880,88
881,123
882,139
883,63
884,136
885,62
886,119
887,107
888,48
889,133
890,109
891,85
892,112
893,117
894,101
895,115
896,43
897,110
898,107
899,147
900,146
901,87
902,112
903,94
904,44
905,113
906,150
907,133
908,121
909,161
910,138
911,94
912,105
913,94
914,66
915,136
916,101
917,125
918,94
919,90
920,149
921,121
922,138
923,122
924,123
925,102
926,85
927,81
928,113
929,176
930,119
931,161
932,148
933,65
934,137
935,108
936,143
937,95
938,79
939,126
940,168
941,64
942,102
943,125
944,111
945,91
946,166
947,113
948,51
949,107
950,98
951,105
952,103
953,149
954,147
955,188
956,91
957,116
958,113
959,133
960,105
961,145
962,148
963,90
964,152
965,135
966,133
967,192
968,112
969,89
970,106
971,144
972,100
973,138
974,91
975,138
976,57
977,137
978,91
979,70
980,68
981,165
982,116
983,28
984,120
985,97
986,115
987,106
988,143
989,173
990,149
991,142
992,137
993,87
994,121
995,47
996,94
997,150
998,85
999,110
1000,151
1001,119
1002,115
1003,120
1004,91
1005,50
1006,160
1007,184
1008,141
1009,84
1010,101
1011,138
1012,181
1013,156
1014,71
1015,168
1016,178
1017,151
1018,69
1019,164
1020,124
1021,82
1022,133
1023,159
1024,145
